id,Country,Year,Species,Classification,Cluster,sul2,aph(3'')-Ib,aph(6)-Id,tet(B),catA2,aph(6)-Id*,aph(3'')-Ib*,blaBRO-1,blaBRO-2,blaBRO-1*,blaBRO-1^,blaBRO-2*,AG261,AB778,AC411,AE018
SAMEA4620920_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_38,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622146_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_13,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621409_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_13,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621569_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620566_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620328_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_24,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620343_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_24,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620421_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_24,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620460_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_24,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622145_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_13,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621686_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_13,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622494_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_13,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620577_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_81,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621782_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_13,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621641_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_71,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620278_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_25,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621266_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_33,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622021_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_33,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621511_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_52,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620356_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_52,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620384_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_52,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621954_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_52,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620426_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_165,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621825_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_34,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4620929_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_32,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622826_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_34,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4622390_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_63,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621006_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621330_fa,South Africa,2014,Moraxella catarrhalis,Serosensitive,Serosensitive_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621435_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_53,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622674_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_22,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621462_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_22,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620973_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_45,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622104_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_37,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620449_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620543_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620503_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622277_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_16,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622706_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_16,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622912_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_63,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622910_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_22,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621588_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_22,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621384_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_220,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621559_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_83,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4620440_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_83,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4621205_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_83,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4621974_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_83,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4622086_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_83,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4621207_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620535_fa,South Africa,2014,Moraxella catarrhalis,Serosensitive,Serosensitive_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622744_fa,South Africa,2014,Moraxella catarrhalis,Serosensitive,Serosensitive_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621915_fa,South Africa,2014,Moraxella catarrhalis,Serosensitive,Serosensitive_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621134_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621371_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620836_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622172_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622802_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622339_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620346_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_87,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620373_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622467_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622644_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620448_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_48,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622825_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_103,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621744_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_30,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4620730_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_30,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4620575_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_30,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4622322_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_90,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620524_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_26,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622540_fa,South Africa,2015,Moraxella catarrhalis,Seroresistant,Seroresistant_153,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620659_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_45,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622307_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_165,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621313_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_35,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620991_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_35,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622626_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_35,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621820_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_35,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621661_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_99,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620672_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_99,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620579_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_15,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620318_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_167,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621178_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_167,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620395_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620916_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_35,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622035_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_29,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621276_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_22,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620490_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_22,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621946_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_103,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621199_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_46,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622664_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622629_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_156,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622059_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_9,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622484_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620935_fa,South Africa,2014,Moraxella catarrhalis,Serosensitive,Serosensitive_21,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621180_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_74,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4621404_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_74,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4620388_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620423_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_33,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621819_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620501_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_43,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622311_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_35,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620741_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_26,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620802_fa,South Africa,2015,Moraxella catarrhalis,Serosensitive,Serosensitive_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622150_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_24,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620348_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_32,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620665_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_55,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4621504_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_55,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4620479_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620568_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620928_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620517_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621857_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621956_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622481_fa,South Africa,2014,Moraxella catarrhalis,Serosensitive,Serosensitive_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620596_fa,South Africa,2015,Moraxella catarrhalis,Seroresistant,Seroresistant_9,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621396_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621312_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_81,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620397_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_12,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620416_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_12,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620435_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_37,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620466_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_37,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620792_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621662_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620576_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622131_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622531_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_8,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
