tsne1D,tsne2D,Standard_Cluster,Membership_Probability,Sample_Name
-28.796495216015384,-7.9690496550861045,76,0.665641600721015,36774_1#141_plasmid_AF100
-12.430742551069937,1.1833469102119445,19,7.857028096757571e-07,36774_1#155_plasmid_AF100
-12.364513238042932,-3.0909371400682515,79,0.6800719879135637,36774_1#158_plasmid_AF100
4.760975655224675,47.274297931386045,1,1.0,36774_1#179_plasmid_AB621
-19.984778895617733,-44.87331831084502,6,1.0,36774_1#193_plasmid_AF100
-11.153899111795681,-1.9779747784118022,91,0.9801823138430895,36774_1#196_plasmid_AF100
-32.32583203339212,-3.2377720502467016,40,1.0,36774_1#207_plasmid_AF100
-8.443115047596432,31.74710607431483,-1,0.0,36774_1#214_plasmid_AB946
-22.93932192244686,-49.89086407255823,12,0.09452242141057289,36774_1#222_plasmid_AF100
-19.726530296793616,-8.015930864290077,45,0.6094228523730522,36774_1#224_plasmid_AF100
-10.938725633476832,-2.6505118855643106,-1,0.0,36774_1#237_plasmid_AF100
-28.107956716014396,-8.141332584257214,76,0.75845057736774,36774_1#264_plasmid_AF100
-25.255343151659332,15.295312082038917,63,1.0,36774_1#266_plasmid_AF100
-35.23792888671127,23.465440889313943,37,1.0,36774_1#279_plasmid_AF100
4.497919374992085,30.83436718163807,67,2.1669945771778938e-08,36774_1#279_plasmid_novel_e914484fa6adbecb8a8c8a21bda20586
-11.289937050492338,-2.0251603402864884,91,0.728226610190771,36774_1#317_plasmid_AF100
-25.863731759401382,-4.376216478793543,77,1.0,36774_1#321_plasmid_AF100
-9.119362287389613,-3.008256232852201,71,1.0,36774_1#340_plasmid_AF100
-26.905757454307572,-3.721195230598596,77,0.9607709297233238,36774_1#341_plasmid_AF100
-35.23676919033764,23.466601092574972,38,1.0,36774_1#342_plasmid_AF100
4.333777952253312,30.492376431761063,68,1.0,36774_1#342_plasmid_novel_9b4919678e1694cf9ad485cd589cbe51
-22.938822270212505,-49.891873417251674,12,1.0,36774_1#343_plasmid_AF100
-10.88244306163676,-2.649957046316783,-1,0.0,36774_1#355_plasmid_AF100
-29.847017958596314,-4.015342548837586,76,0.8434721451342907,36774_1#368_plasmid_AF100
-9.992250927065793,32.35416452916135,49,1.0,36774_1#36_plasmid_AB946
-30.436174895036487,-5.213473157176916,76,0.7749534479906638,36774_1#371_plasmid_AF100
-25.04296010826639,15.157529845298317,64,0.26735680141508983,36774_1#379_plasmid_AF100
-6.762735439237488,31.845933399283467,86,1.0,36774_1#40_plasmid_AB946
-4.118352119569865,31.54983107824378,-1,0.0,36774_1#56_plasmid_AC497
-29.194475872468015,-3.466844247429411,76,0.9475579264599449,36774_1#71_plasmid_AF100
-7.38699830370701,-6.287145890393662,33,0.8009753811570903,36774_1#8_plasmid_AF100
-11.207809243770182,-2.6820404461588847,89,0.7498866740095962,36774_2#104_plasmid_AF100
-9.790930048766118,-1.6024549895695275,-1,0.0,36774_2#116_plasmid_AF100
-22.575465279299838,5.636572485644249,32,1.0,36774_2#128_plasmid_AF100
-10.734903716227635,14.0092322183183,26,1.0,36774_2#150_plasmid_AF098
-25.25537512688308,15.30977833139047,63,1.0,36774_2#152_plasmid_AF100
-10.570306120087857,-3.742186457221602,-1,0.0,36774_2#155_plasmid_AF100
4.2853460677112505,48.843832597434044,1,1.0,36774_2#163_plasmid_AB621
-9.990794370871743,32.35408085744824,50,1.0,36774_2#174_plasmid_AB946
-27.430136779443732,-6.771166981324837,77,1.0,36774_2#175_plasmid_AF100
5.682052274031063,47.8962015816553,1,1.0,36774_2#205_plasmid_AB621
4.906877838720387,2.1230748987356276,10,1.0,36774_2#20_plasmid_novel_d33ee37eefe86ec798ae4759eca0dfec
-19.9861222250486,-44.87103340752004,7,1.0,36774_2#219_plasmid_AF100
5.0473016709340115,47.21452638433449,1,1.0,36774_2#21_plasmid_AB621
-35.23676919036353,23.4666010925821,38,1.0,36774_2#221_plasmid_AF100
4.490234427040967,30.843642352142535,67,1.0,36774_2#221_plasmid_novel_a393a45de1d5da1f97e295df4fa6e928
-28.35543640449297,-5.861669843111544,77,0.9322421781062787,36774_2#229_plasmid_AF100
5.1766769980933365,48.839643860228,1,1.0,36774_2#232_plasmid_AB621
-21.296520789228055,8.099342736325076,72,0.3594537208954057,36774_2#244_plasmid_AF100
-13.042764275847214,-1.1730129986658153,88,1.0,36774_2#245_plasmid_AF100
4.245325845630047,47.483400624384785,1,1.0,36774_2#24_plasmid_AB621
-20.519695054002117,6.762242349337243,-1,0.0,36774_2#277_plasmid_AF100
4.082318286076839,48.64853123144665,1,1.0,36774_2#280_plasmid_AB621
-12.430624797683457,1.1832649056329736,19,1.0,36774_2#282_plasmid_AF100
-28.419737535999793,-5.386002583735894,77,1.0,36774_2#28_plasmid_AF100
-8.852946188344823,-2.7596406786551393,71,0.0002347937153719578,36774_2#297_plasmid_AF100
-19.984750301087193,-44.873271937371165,6,1.0,36774_2#333_plasmid_AF100
4.3497212217782835,47.39451196566152,1,1.0,36774_2#34_plasmid_AB621
4.590694469086884,48.8245308908774,1,1.0,36774_2#350_plasmid_AB621
-28.0793009553164,-4.34127024103917,77,1.0,36774_2#352_plasmid_AF100
-22.938818720406392,-49.891805814019555,12,1.0,36774_2#356_plasmid_AF100
4.770476131003823,47.269884362409286,1,1.0,36774_2#360_plasmid_AB621
5.532786964896978,47.65775589371291,1,1.0,36774_2#362_plasmid_AB621
4.384000373217509,47.38045067775391,1,1.0,36774_2#364_plasmid_AB621
-20.458088374902182,-46.02957618731356,56,0.0030203310985083835,36774_2#366_plasmid_AF100
-24.726122271384984,14.97152448320681,64,0.5146915372477806,36774_2#374_plasmid_AF100
-7.390954851119844,-6.286478191311456,33,1.0,36774_2#379_plasmid_AF100
-7.394164760527592,-6.284990774462205,33,0.9317120797259208,36774_2#381_plasmid_AF100
-21.05137473062812,7.860009824142387,72,1.0,36774_2#49_plasmid_AF100
6.047706101725286,45.85762000875529,1,0.26991858774907623,36774_2#82_plasmid_AB621
4.07339261944,48.240112772866325,1,1.0,36774_2#8_plasmid_AB621
-22.937455387398057,-49.89115838101602,13,0.9878567000055674,36774_2#93_plasmid_AF100
-35.23655496562836,23.4658981690851,38,0.7131183950607931,36812_1#100_plasmid_AF100
4.30395729847141,30.554339884120136,68,1.0,36812_1#100_plasmid_novel_058a9c5c6f0355e99dfddf5ddd1752b6
-27.8353746243556,-4.045801153430891,77,1.0,36812_1#107_plasmid_AF100
-27.19506823424943,-4.350750556794996,77,1.0,36812_1#109_plasmid_AF100
4.53849862948177,48.941356800415946,1,1.0,36812_1#111_plasmid_AB621
-13.042764275867501,-1.1730129988009188,88,0.9736116299518217,36812_1#120_plasmid_AF100
-27.83955742052779,-4.047003036509344,77,1.0,36812_1#122_plasmid_AF100
-21.04992891476203,7.859101374963168,72,0.985097248490391,36812_1#129_plasmid_AF100
-10.734903716227674,14.0092322183183,26,1.0,36812_1#12_plasmid_AF098
-4.952694632671844,30.946929760590045,-1,0.0,36812_1#139_plasmid_AB946
-22.5234828169217,5.609762228292826,32,0.009479774872278572,36812_1#145_plasmid_AF100
-22.521650567122315,5.6083928841309065,32,0.009126788765422474,36812_1#147_plasmid_AF100
-7.332022150523009,13.742483170462219,70,1.0,36812_1#157_plasmid_AF098
4.559509502637603,30.63633245568542,-1,0.0,36812_1#157_plasmid_novel_edca0cf77cac36c1883a81caa88f6c32
4.00990891012631,48.519241947755596,1,1.0,36812_1#158_plasmid_AB621
-25.064773648730032,15.163405017183948,64,0.25866897787168436,36812_1#177_plasmid_AF100
-17.484409876637955,0.8736555660680565,39,0.012651545501623736,36812_1#178_plasmid_AF100
-27.399099179624596,-3.867597213340086,77,0.9495043610492839,36812_1#181_plasmid_AF100
4.072609829183156,31.719132012373876,-1,0.0,36812_1#183_plasmid_AB946
