Sample,Isolate,Country,Year,Species,Description,Region
SEANFDS13170758,MCAT4039UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170759,MCAT4042UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170760,MCAT4044UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170761,MCAT4053UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170762,MCAT4054UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170763,MCAT4075UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170764,MCAT4078UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170765,MCAT4080UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170766,MCAT4083UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170767,MCAT4084UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170768,MCAT4086UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170769,MCAT4087UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170770,MCAT4090UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170771,MCAT4095UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170772,MCAT4097UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170773,MCAT4098UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170774,BLANK,,,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170775,MCAT4099UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170776,MCAT4103UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170777,MCAT4104UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170778,MCAT4106UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170779,MCAT4109UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170780,MCAT4110UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170781,MCAT4116UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170782,MCAT4124UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170783,MCAT4129UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170784,MCAT4130UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170785,MCAT4133UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170786,MCAT4134UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170787,MCAT4136UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170788,MCAT4142UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170789,MCAT4148UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170790,MCAT4154UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170791,MCAT4160UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170792,MCAT4168UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170793,MCAT4176UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170794,MCAT4177UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170795,MCAT4180UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170796,MCAT4184UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170797,MCAT4191UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170798,MCAT4210UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170799,MCAT4213UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170800,MCAT4214UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170801,MCAT4219UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170802,MCAT4220UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170803,MCAT4223UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170804,MCAT4226UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170805,MCAT4227UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170806,MCAT4229UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170807,MCAT4230UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170808,MCAT4233UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170809,MCAT4236UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170810,MCAT4237UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170811,MCAT4258UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170812,MCAT4263UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170813,MCAT4268UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170814,MCAT4269UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170815,MCAT4276UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170816,MCAT4277UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170817,MCAT4282UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170818,MCAT4284UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170819,MCAT4292UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170820,MCAT4298UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170821,MCAT4300UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170822,MCAT4301UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170823,MCAT4302UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170824,MCAT4303UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170825,MCAT4307UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170826,MCAT4308UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170827,MCAT4309UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170828,MCAT4310UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170829,MCAT4311UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170830,MCAT4314UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170831,MCAT4315UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170832,MCAT4319UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170833,MCAT4322UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170834,MCAT4332UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170835,MCAT4335UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170836,MCAT4337UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170837,MCAT4338UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170838,MCAT4339UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170839,MCAT4341UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170840,MCAT4342UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170841,MCAT4344UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170842,MCAT4348UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170843,MCAT4349UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170844,MCAT4350UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170845,MCAT4351UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170846,MCAT4356UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170847,MCAT4360UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170848,MCAT4370UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170849,MCAT4375UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170850,MCAT4376UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170851,MCAT4377UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170852,MCAT4381UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170853,MCAT4389UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170854,MCAT4400UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170855,MCAT5001UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170856,MCAT5002UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170857,MCAT5005UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170858,MCAT5007UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170859,MCAT5009UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170860,MCAT5013UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170861,MCAT5017UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170862,MCAT5021UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170863,MCAT5025UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170864,MCAT5033UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170865,MCAT5034UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170866,MCAT5039UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170867,MCAT5043UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170868,MCAT5045UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170869,MCAT5049UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170870,BLANK,,,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170871,MCAT5050UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170872,MCAT5052UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170873,MCAT5055UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170874,MCAT5058UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170875,MCAT5063UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170876,MCAT5065UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170877,MCAT5070UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170878,MCAT5086UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170879,MCAT5097UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170880,MCAT5098UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170881,MCAT5100UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170882,MCAT5101UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170883,MCAT5105UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170884,MCAT5109UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170885,MCAT5120UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170886,MCAT5122UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170887,MCAT5123UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170888,MCAT5125UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170889,MCAT5134UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170890,MCAT5136UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170891,MCAT5165UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170892,MCAT5166UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170893,MCAT5173UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170894,MCAT5176UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170895,MCAT5178UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170896,MCAT5182UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170897,MCAT5184UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170898,MCAT5187UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170899,MCAT5194UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170900,MCAT5196UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170901,MCAT5197UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170902,MCAT5206UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170903,MCAT5208UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170904,MCAT5209UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170905,MCAT5210UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170906,MCAT5212UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170907,MCAT5227UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170908,MCAT5233UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170909,MCAT5234UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170910,MCAT5244UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170911,MCAT5254UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170912,MCAT5258UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170913,MCAT5260UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170914,MCAT5261UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170915,MCAT5263UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170916,MCAT5266UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170917,MCAT5268UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170918,MCAT5269UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170919,MCAT5270UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170920,MCAT5271UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170921,MCAT5272UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170922,MCAT5275UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170923,MCAT5276UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170924,MCAT5277UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170925,MCAT5279UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170926,MCAT5281UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170927,MCAT5284UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170928,MCAT5285UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170929,MCAT5287UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170930,MCAT5288UHS,United Kingdom,2011,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170931,MCAT4012UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
