run_accession	aligned	altitude	assembly_quality	assembly_software	bam_aspera	bam_bytes	bam_ftp	bam_galaxy	bam_md5	base_count	binning_software	bio_material	bisulfite_protocol	broad_scale_environmental_context	broker_name	cage_protocol	cell_line	cell_type	center_name	checklist	chip_ab_provider	chip_protocol	chip_target	collected_by	collection_date	collection_date_end	collection_date_start	completeness_score	contamination_score	control_experiment	country	cultivar	culture_collection	datahub	depth	description	dev_stage	disease	dnase_protocol	ecotype	elevation	environment_biome	environment_feature	environment_material	environmental_medium	environmental_sample	experiment_accession	experiment_alias	experiment_target	experiment_title	experimental_factor	experimental_protocol	extraction_protocol	faang_library_selection	fastq_aspera	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_md5	file_location	first_created	first_public	germline	hi_c_protocol	host	host_body_site	host_genotype	host_gravidity	host_growth_conditions	host_phenotype	host_scientific_name	host_sex	host_status	host_tax_id	identified_by	instrument_model	instrument_platform	investigation_type	isolate	isolation_source	last_updated	lat	library_construction_protocol	library_gen_protocol	library_layout	library_max_fragment_size	library_min_fragment_size	library_name	library_pcr_isolation_protocol	library_prep_date	library_prep_date_format	library_prep_latitude	library_prep_location	library_prep_longitude	library_selection	library_source	library_strategy	local_environmental_context	location	location_end	location_start	lon	marine_region	mating_type	ncbi_reporting_standard	nominal_length	nominal_sdev	pcr_isolation_protocol	ph	project_name	protocol_label	read_count	read_strand	restriction_enzyme	restriction_enzyme_target_sequence	restriction_site	rna_integrity_num	rna_prep_3_protocol	rna_prep_5_protocol	rna_purity_230_ratio	rna_purity_280_ratio	rt_prep_protocol	age	run_alias	run_date	salinity	sample_accession	sample_alias	sample_capture_status	sample_collection	sample_description	sample_material	sample_prep_interval	sample_prep_interval_units	sample_storage	sample_storage_processing	sample_title	sampling_campaign	sampling_platform	sampling_site	scientific_name	secondary_project	secondary_sample_accession	secondary_study_accession	sequencing_date	sequencing_date_format	sequencing_location	sequencing_longitude	sequencing_method	sequencing_primer_catalog	sequencing_primer_lot	sequencing_primer_provider	serotype	serovar	sex	specimen_voucher	sra_aspera	sra_bytes	sra_ftp	sra_galaxy	sra_md5	status	strain	study_accession	study_alias	study_title	sub_species	sub_strain	submission_accession	submission_tool	submitted_aspera	submitted_bytes	submitted_format	submitted_ftp	submitted_galaxy	submitted_host_sex	submitted_md5	submitted_read_type	surveillance_target	tag	target_gene	tax_id	tax_lineage	taxonomic_classification	taxonomic_identity_marker	temperature	tissue_lib	tissue_type	transposase_protocol	variety
ERR3411673										288769682									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3435319	SC_EXP_26144_5#259		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/003/ERR3411673/ERR3411673_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/003/ERR3411673/ERR3411673_2.fastq.gz	82317277;95902497	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/003/ERR3411673/ERR3411673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/003/ERR3411673/ERR3411673_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/003/ERR3411673/ERR3411673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/003/ERR3411673/ERR3411673_2.fastq.gz	1afc87c73cb8efeb5a4d130378b6d277;4aacbc965d39f53b9e6b2206c9c7c9e8		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520555G:E9							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		1912382												SC_RUN_26144_5#259			SAMEA4620373	5de132f0-207f-11e8-9200-3c4a9275d6c8			DrakHMS7373653						DrakHMS7373653				Moraxella catarrhalis		ERS2441053	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411673/26144_5#259.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411673/26144_5#259.cram.crai	126881807;1860	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411673/26144_5#259.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411673/26144_5#259.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411673/26144_5#259.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411673/26144_5#259.cram.crai		9f6343d40f65e63cacb4a6d7f17a7a3a;383820a1ca3cc8f4beef66c701ac339c			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3410273										508079364									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3433919	SC_EXP_26106_1#7		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/003/ERR3410273/ERR3410273_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/003/ERR3410273/ERR3410273_2.fastq.gz	133142104;150366076	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/003/ERR3410273/ERR3410273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/003/ERR3410273/ERR3410273_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/003/ERR3410273/ERR3410273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/003/ERR3410273/ERR3410273_2.fastq.gz	7b5789b775bb4ed854f9c30e26361b04;8e1741c211074fc982e6b449052643eb		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520587O:G1							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		3364764												SC_RUN_26106_1#7			SAMEA4621273	a52b519a-207f-11e8-9200-3c4a9275d6c8			DrakHMS7374551						DrakHMS7374551				Moraxella catarrhalis		ERS2441951	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3410273/26106_1#7.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3410273/26106_1#7.cram.crai	200474786;3163	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410273/26106_1#7.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410273/26106_1#7.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410273/26106_1#7.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410273/26106_1#7.cram.crai		66fd4bc15e6ebeee75e802d7b8d17c51;cff9cc427b6af326035dd17d22f0aaa0			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3411636										292490322									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3435282	SC_EXP_26144_5#222		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/006/ERR3411636/ERR3411636_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/006/ERR3411636/ERR3411636_2.fastq.gz	83038022;92566285	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/006/ERR3411636/ERR3411636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/006/ERR3411636/ERR3411636_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/006/ERR3411636/ERR3411636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/006/ERR3411636/ERR3411636_2.fastq.gz	e15685cf8efa0add2888db8b7bb81a2d;bac7ea22fa887f9fc9be838a7c3fc17e		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520555G:H4							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		1937022												SC_RUN_26144_5#222			SAMEA4620336	5c4f9cb0-207f-11e8-9200-3c4a9275d6c8			DrakHMS7373616						DrakHMS7373616				Moraxella catarrhalis		ERS2441016	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411636/26144_5#222.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411636/26144_5#222.cram.crai	123741585;1873	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411636/26144_5#222.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411636/26144_5#222.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411636/26144_5#222.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411636/26144_5#222.cram.crai		691c46f378cff13ebfbaafa33d0dc505;1777eacf2c51a87ec0fcaac7b1231146			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3411674										295198960									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3435320	SC_EXP_26144_5#260		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/004/ERR3411674/ERR3411674_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/004/ERR3411674/ERR3411674_2.fastq.gz	83955757;94623938	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/004/ERR3411674/ERR3411674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/004/ERR3411674/ERR3411674_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/004/ERR3411674/ERR3411674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/004/ERR3411674/ERR3411674_2.fastq.gz	a5cb76c43eb4635d672f800f30649d5a;b9072d6783f9f770488d3321e0f7f1eb		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520555G:F9							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		1954960												SC_RUN_26144_5#260			SAMEA4620374	5dea40de-207f-11e8-9200-3c4a9275d6c8			DrakHMS7373654						DrakHMS7373654				Moraxella catarrhalis		ERS2441054	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411674/26144_5#260.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411674/26144_5#260.cram.crai	126410268;1878	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411674/26144_5#260.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411674/26144_5#260.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411674/26144_5#260.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411674/26144_5#260.cram.crai		1b8091ea5540ca9054328353138c3b48;402d930e2df38e82deba807e79c19c9b			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3410274										470004110									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3433920	SC_EXP_26106_1#8		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/004/ERR3410274/ERR3410274_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/004/ERR3410274/ERR3410274_2.fastq.gz	123342509;141212941	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/004/ERR3410274/ERR3410274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/004/ERR3410274/ERR3410274_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/004/ERR3410274/ERR3410274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/004/ERR3410274/ERR3410274_2.fastq.gz	e2900b5447593921b304e568377503eb;e38715ee8f9396560597135ac974e0f0		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520587O:H1							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		3112610												SC_RUN_26106_1#8			SAMEA4621274	a53d8608-207f-11e8-9200-3c4a9275d6c8			DrakHMS7374552						DrakHMS7374552				Moraxella catarrhalis		ERS2441952	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3410274/26106_1#8.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3410274/26106_1#8.cram.crai	189453703;2985	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410274/26106_1#8.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410274/26106_1#8.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410274/26106_1#8.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410274/26106_1#8.cram.crai		0835926074272e74467069827de03902;32d38cb043bf37d373b7088013d29fc5			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3411637										297178570									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3435283	SC_EXP_26144_5#223		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/007/ERR3411637/ERR3411637_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/007/ERR3411637/ERR3411637_2.fastq.gz	84598567;94812166	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/007/ERR3411637/ERR3411637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/007/ERR3411637/ERR3411637_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/007/ERR3411637/ERR3411637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/007/ERR3411637/ERR3411637_2.fastq.gz	e3a41de3575c7be79570360efe64a3a9;1284afe7e53a2c006ec0ce784906daa0		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520555G:A5							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		1968070												SC_RUN_26144_5#223			SAMEA4620337	5c57ef82-207f-11e8-9200-3c4a9275d6c8			DrakHMS7373617						DrakHMS7373617				Moraxella catarrhalis		ERS2441017	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411637/26144_5#223.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411637/26144_5#223.cram.crai	126348528;1899	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411637/26144_5#223.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411637/26144_5#223.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411637/26144_5#223.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411637/26144_5#223.cram.crai		e047cea2e582edb25a1cbd6d1e195831;b1c05e762b683e6595834046b8080771			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3411678										280000206									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3435324	SC_EXP_26144_5#264		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/008/ERR3411678/ERR3411678_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/008/ERR3411678/ERR3411678_2.fastq.gz	80439628;91700949	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3411678/ERR3411678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3411678/ERR3411678_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3411678/ERR3411678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3411678/ERR3411678_2.fastq.gz	91f4db5155cf4d1790db5a75e4e441f0;26b649a9e7c5ad785d5dcb29bb170a4c		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520555G:B10							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		1854306												SC_RUN_26144_5#264			SAMEA4620378	5e141f80-207f-11e8-9200-3c4a9275d6c8			DrakHMS7373658						DrakHMS7373658				Moraxella catarrhalis		ERS2441058	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411678/26144_5#264.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411678/26144_5#264.cram.crai	121880195;1800	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411678/26144_5#264.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411678/26144_5#264.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411678/26144_5#264.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411678/26144_5#264.cram.crai		dc85abe50c1aa650a9b759478a0945f0;08bb0bbb8154f8d72a5fe5a4fee09cc8			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3410279										508651352									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3433925	SC_EXP_26106_1#13		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/009/ERR3410279/ERR3410279_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/009/ERR3410279/ERR3410279_2.fastq.gz	132033911;149240641	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/009/ERR3410279/ERR3410279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/009/ERR3410279/ERR3410279_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/009/ERR3410279/ERR3410279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/009/ERR3410279/ERR3410279_2.fastq.gz	6c3ac3770902640d597907172625c75c;13a07ff39dff42f03073155852ad4158		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520587O:E2							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		3368552												SC_RUN_26106_1#13			SAMEA4621279	a58b552c-207f-11e8-9200-3c4a9275d6c8			DrakHMS7374557						DrakHMS7374557				Moraxella catarrhalis		ERS2441957	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3410279/26106_1#13.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3410279/26106_1#13.cram.crai	199960098;3182	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410279/26106_1#13.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410279/26106_1#13.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410279/26106_1#13.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410279/26106_1#13.cram.crai		83f9e581e0757977db1fb34cf50ca5da;8085d3a4c774824fb15ef4a65c16551f			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3411642										322916822									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3435288	SC_EXP_26144_5#228		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/002/ERR3411642/ERR3411642_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/002/ERR3411642/ERR3411642_2.fastq.gz	92117540;103379349	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/002/ERR3411642/ERR3411642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/002/ERR3411642/ERR3411642_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/002/ERR3411642/ERR3411642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/002/ERR3411642/ERR3411642_2.fastq.gz	63c17463d4a28dd6f9b4d0f0b0e80c2d;7860b8fba708ff3108065cecbd7686ab		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520555G:F5							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2138522												SC_RUN_26144_5#228			SAMEA4620342	5c84bdfa-207f-11e8-9200-3c4a9275d6c8			DrakHMS7373622						DrakHMS7373622				Moraxella catarrhalis		ERS2441022	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411642/26144_5#228.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411642/26144_5#228.cram.crai	137515202;2045	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411642/26144_5#228.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411642/26144_5#228.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411642/26144_5#228.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411642/26144_5#228.cram.crai		12f6b7e6140345e46d58f940a68d4cce;4e932a2f69d63239cc5b7ec415c63745			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3411680										236570190									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3435326	SC_EXP_26144_5#266		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/000/ERR3411680/ERR3411680_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/000/ERR3411680/ERR3411680_2.fastq.gz	67569146;76347988	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/000/ERR3411680/ERR3411680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/000/ERR3411680/ERR3411680_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/000/ERR3411680/ERR3411680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/000/ERR3411680/ERR3411680_2.fastq.gz	af093a67dd319692b9b6c3ebd8a36e23;c57d845213e3c767784b4489a6692649		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520555G:D10							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		1566690												SC_RUN_26144_5#266			SAMEA4620380	5e27e3bc-207f-11e8-9200-3c4a9275d6c8			DrakHMS7373660						DrakHMS7373660				Moraxella catarrhalis		ERS2441060	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411680/26144_5#266.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411680/26144_5#266.cram.crai	101731428;1511	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411680/26144_5#266.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411680/26144_5#266.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411680/26144_5#266.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411680/26144_5#266.cram.crai		a736c14206b8d3878df01685fb915774;31a723bef8012e93f22d77882d9c8613			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
