run_accession	aligned	altitude	assembly_quality	assembly_software	bam_aspera	bam_bytes	bam_ftp	bam_galaxy	bam_md5	base_count	binning_software	bio_material	bisulfite_protocol	broad_scale_environmental_context	broker_name	cage_protocol	cell_line	cell_type	center_name	checklist	chip_ab_provider	chip_protocol	chip_target	collected_by	collection_date	collection_date_end	collection_date_start	completeness_score	contamination_score	control_experiment	country	cultivar	culture_collection	datahub	depth	description	dev_stage	disease	dnase_protocol	ecotype	elevation	environment_biome	environment_feature	environment_material	environmental_medium	environmental_sample	experiment_accession	experiment_alias	experiment_target	experiment_title	experimental_factor	experimental_protocol	extraction_protocol	faang_library_selection	fastq_aspera	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_md5	file_location	first_created	first_public	germline	hi_c_protocol	host	host_body_site	host_genotype	host_gravidity	host_growth_conditions	host_phenotype	host_scientific_name	host_sex	host_status	host_tax_id	identified_by	instrument_model	instrument_platform	investigation_type	isolate	isolation_source	last_updated	lat	library_construction_protocol	library_gen_protocol	library_layout	library_max_fragment_size	library_min_fragment_size	library_name	library_pcr_isolation_protocol	library_prep_date	library_prep_date_format	library_prep_latitude	library_prep_location	library_prep_longitude	library_selection	library_source	library_strategy	local_environmental_context	location	location_end	location_start	lon	marine_region	mating_type	ncbi_reporting_standard	nominal_length	nominal_sdev	pcr_isolation_protocol	ph	project_name	protocol_label	read_count	read_strand	restriction_enzyme	restriction_enzyme_target_sequence	restriction_site	rna_integrity_num	rna_prep_3_protocol	rna_prep_5_protocol	rna_purity_230_ratio	rna_purity_280_ratio	rt_prep_protocol	age	run_alias	run_date	salinity	sample_accession	sample_alias	sample_capture_status	sample_collection	sample_description	sample_material	sample_prep_interval	sample_prep_interval_units	sample_storage	sample_storage_processing	sample_title	sampling_campaign	sampling_platform	sampling_site	scientific_name	secondary_project	secondary_sample_accession	secondary_study_accession	sequencing_date	sequencing_date_format	sequencing_location	sequencing_longitude	sequencing_method	sequencing_primer_catalog	sequencing_primer_lot	sequencing_primer_provider	serotype	serovar	sex	specimen_voucher	sra_aspera	sra_bytes	sra_ftp	sra_galaxy	sra_md5	status	strain	study_accession	study_alias	study_title	sub_species	sub_strain	submission_accession	submission_tool	submitted_aspera	submitted_bytes	submitted_format	submitted_ftp	submitted_galaxy	submitted_host_sex	submitted_md5	submitted_read_type	surveillance_target	tag	target_gene	tax_id	tax_lineage	taxonomic_classification	taxonomic_identity_marker	temperature	tissue_lib	tissue_type	transposase_protocol	variety
ERR3410308										408476442									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3433954	SC_EXP_26106_1#42		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/008/ERR3410308/ERR3410308_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/008/ERR3410308/ERR3410308_2.fastq.gz	108043794;124163054	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3410308/ERR3410308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3410308/ERR3410308_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3410308/ERR3410308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3410308/ERR3410308_2.fastq.gz	e114d8217926723bd01ba2403605df86;2e68fbccd1c316435d98ca3bf642f342		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520587O:B6							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2705142												SC_RUN_26106_1#42			SAMEA4621308	a7127ccc-207f-11e8-9200-3c4a9275d6c8			DrakHMS7374586						DrakHMS7374586				Moraxella catarrhalis		ERS2441986	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3410308/26106_1#42.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3410308/26106_1#42.cram.crai	164206682;2595	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410308/26106_1#42.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410308/26106_1#42.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410308/26106_1#42.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410308/26106_1#42.cram.crai		f363e5e0be786e133573d33c6f2acf9b;c0ad7397e19ef7fbaa3394a1202f475c			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3411644										303477988									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3435290	SC_EXP_26144_5#230		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/004/ERR3411644/ERR3411644_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/004/ERR3411644/ERR3411644_2.fastq.gz	86144225;94416797	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/004/ERR3411644/ERR3411644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/004/ERR3411644/ERR3411644_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/004/ERR3411644/ERR3411644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/004/ERR3411644/ERR3411644_2.fastq.gz	c94aa76e8dcbcef3b1fb7f1ac4e93db0;e9c20e92ed689af7abd31b937ddb153f		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520555G:H5							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2009788												SC_RUN_26144_5#230			SAMEA4620344	5c952168-207f-11e8-9200-3c4a9275d6c8			DrakHMS7373624						DrakHMS7373624				Moraxella catarrhalis		ERS2441024	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411644/26144_5#230.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411644/26144_5#230.cram.crai	126965443;1938	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411644/26144_5#230.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411644/26144_5#230.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411644/26144_5#230.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411644/26144_5#230.cram.crai		31b934581ad3f1eff3a0a55e0da3847a;efc15a8f45d398f5167a6cbb10fbf2d2			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3410309										408773912									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3433955	SC_EXP_26106_1#43		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/009/ERR3410309/ERR3410309_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/009/ERR3410309/ERR3410309_2.fastq.gz	107375224;123112870	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/009/ERR3410309/ERR3410309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/009/ERR3410309/ERR3410309_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/009/ERR3410309/ERR3410309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/009/ERR3410309/ERR3410309_2.fastq.gz	bf25a62d94d52122d5d179167e0f68ce;59782603566cf5d007158ab661855591		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520587O:C6							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2707112												SC_RUN_26106_1#43			SAMEA4621309	a72d6fc8-207f-11e8-9200-3c4a9275d6c8			DrakHMS7374587						DrakHMS7374587				Moraxella catarrhalis		ERS2441987	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3410309/26106_1#43.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3410309/26106_1#43.cram.crai	164049478;2555	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410309/26106_1#43.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410309/26106_1#43.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410309/26106_1#43.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410309/26106_1#43.cram.crai		8bc96d7aa92856a2db818bc9f27e3b68;067c0f4f8a811ac0b17c8f3a89b1a966			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3411686										302912040									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3435332	SC_EXP_26144_5#272		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/006/ERR3411686/ERR3411686_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/006/ERR3411686/ERR3411686_2.fastq.gz	85929875;96694969	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/006/ERR3411686/ERR3411686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/006/ERR3411686/ERR3411686_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/006/ERR3411686/ERR3411686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/006/ERR3411686/ERR3411686_2.fastq.gz	53c639d20fee70ef30079c75bd003e26;9d8f3889bed2685b2c539add0c0d1801		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520555G:B11							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2006040												SC_RUN_26144_5#272			SAMEA4620386	5e6ddc14-207f-11e8-9200-3c4a9275d6c8			DrakHMS7373666						DrakHMS7373666				Moraxella catarrhalis		ERS2441066	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411686/26144_5#272.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411686/26144_5#272.cram.crai	129085624;1932	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411686/26144_5#272.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411686/26144_5#272.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411686/26144_5#272.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411686/26144_5#272.cram.crai		1da95681e52e1ca659eead8527f8a0b0;cdb2d0a395f256cc4708f6e9baa77abc			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3411645										322603648									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3435291	SC_EXP_26144_5#231		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/005/ERR3411645/ERR3411645_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/005/ERR3411645/ERR3411645_2.fastq.gz	91845579;102398746	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/005/ERR3411645/ERR3411645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/005/ERR3411645/ERR3411645_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/005/ERR3411645/ERR3411645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/005/ERR3411645/ERR3411645_2.fastq.gz	63f24ef7c2044b1af14fc9985cf0758f;7f6d55bb7d848b8836d103e3c08de969		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520555G:A6							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2136448												SC_RUN_26144_5#231			SAMEA4620345	5c9e8406-207f-11e8-9200-3c4a9275d6c8			DrakHMS7373625						DrakHMS7373625				Moraxella catarrhalis		ERS2441025	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411645/26144_5#231.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411645/26144_5#231.cram.crai	136454170;2066	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411645/26144_5#231.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411645/26144_5#231.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411645/26144_5#231.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411645/26144_5#231.cram.crai		b25d18f5a3ef25c339ac1e8ce6ad44ed;c8fab2c97629ca376d190fcfcf05a65a			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3410311										416645542									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3433957	SC_EXP_26106_1#45		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/001/ERR3410311/ERR3410311_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/001/ERR3410311/ERR3410311_2.fastq.gz	109762784;125937049	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/001/ERR3410311/ERR3410311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/001/ERR3410311/ERR3410311_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/001/ERR3410311/ERR3410311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/001/ERR3410311/ERR3410311_2.fastq.gz	b0374ba6fab040b78ee60110f0a7dd2b;ca39c5362248441eaeceed22c3852313		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520587O:E6							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2759242												SC_RUN_26106_1#45			SAMEA4621311	a745f7d2-207f-11e8-9200-3c4a9275d6c8			DrakHMS7374589						DrakHMS7374589				Moraxella catarrhalis		ERS2441989	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3410311/26106_1#45.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3410311/26106_1#45.cram.crai	166981058;2651	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410311/26106_1#45.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410311/26106_1#45.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410311/26106_1#45.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410311/26106_1#45.cram.crai		bc9aba944db530b9251051224ff86d0e;0ef3fa48b313b6c560e314a5a03dcc0b			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3411687										271642960									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3435333	SC_EXP_26144_5#273		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/007/ERR3411687/ERR3411687_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/007/ERR3411687/ERR3411687_2.fastq.gz	77476422;86566998	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/007/ERR3411687/ERR3411687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/007/ERR3411687/ERR3411687_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/007/ERR3411687/ERR3411687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/007/ERR3411687/ERR3411687_2.fastq.gz	0a1464b4404a256a10ec0b87180862ac;c55b6f9d472a0dfcb9ff47d09a5c46d6		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520555G:C11							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		1798960												SC_RUN_26144_5#273			SAMEA4620387	5e797ab0-207f-11e8-9200-3c4a9275d6c8			DrakHMS7373667						DrakHMS7373667				Moraxella catarrhalis		ERS2441067	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411687/26144_5#273.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411687/26144_5#273.cram.crai	115782507;1740	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411687/26144_5#273.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411687/26144_5#273.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411687/26144_5#273.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411687/26144_5#273.cram.crai		39b68ef62d98faa6f14543133c7f644c;f7406d44e4534910c2c50060b09947b6			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3411647										308093756									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3435293	SC_EXP_26144_5#233		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/007/ERR3411647/ERR3411647_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/007/ERR3411647/ERR3411647_2.fastq.gz	87303690;97421174	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/007/ERR3411647/ERR3411647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/007/ERR3411647/ERR3411647_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/007/ERR3411647/ERR3411647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/007/ERR3411647/ERR3411647_2.fastq.gz	37f621a37096b394140054577dede0b4;b7aa16943e2c61664d6aad7e29680a81		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520555G:C6							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2040356												SC_RUN_26144_5#233			SAMEA4620347	5cb1ce44-207f-11e8-9200-3c4a9275d6c8			DrakHMS7373627						DrakHMS7373627				Moraxella catarrhalis		ERS2441027	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411647/26144_5#233.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411647/26144_5#233.cram.crai	130633054;1996	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411647/26144_5#233.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411647/26144_5#233.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411647/26144_5#233.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411647/26144_5#233.cram.crai		c5d1367170ccb34fa8edc798acd595c4;46b93535e5ed85b8a1d86146dece0e7b			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3410312										481234584									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3433958	SC_EXP_26106_1#46		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/002/ERR3410312/ERR3410312_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/002/ERR3410312/ERR3410312_2.fastq.gz	125477365;140225496	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/002/ERR3410312/ERR3410312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/002/ERR3410312/ERR3410312_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/002/ERR3410312/ERR3410312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/002/ERR3410312/ERR3410312_2.fastq.gz	145981816edfea0a7a3edca23b4a93f3;7e64522d357424c58be904a8277cb9dc		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520587O:F6							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		3186984												SC_RUN_26106_1#46			SAMEA4621312	a7530602-207f-11e8-9200-3c4a9275d6c8			DrakHMS7374590						DrakHMS7374590				Moraxella catarrhalis		ERS2441990	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3410312/26106_1#46.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3410312/26106_1#46.cram.crai	190057248;3036	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410312/26106_1#46.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410312/26106_1#46.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410312/26106_1#46.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3410312/26106_1#46.cram.crai		741cf8a2e02a282e4b2f9b13bcc00e78;1460ea3e9749419936c5d22f1e427c67			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3411688										269537416									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3435334	SC_EXP_26144_5#274		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/008/ERR3411688/ERR3411688_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/008/ERR3411688/ERR3411688_2.fastq.gz	76917404;86006240	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3411688/ERR3411688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3411688/ERR3411688_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3411688/ERR3411688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3411688/ERR3411688_2.fastq.gz	7520314b2d9de78488c3677fb24eeeb6;c3f00616b13d6f4dbe54026efd886a8b		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520555G:D11							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		1785016												SC_RUN_26144_5#274			SAMEA4620388	5e83fa80-207f-11e8-9200-3c4a9275d6c8			DrakHMS7373668						DrakHMS7373668				Moraxella catarrhalis		ERS2441068	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411688/26144_5#274.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411688/26144_5#274.cram.crai	115092270;1732	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411688/26144_5#274.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411688/26144_5#274.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411688/26144_5#274.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411688/26144_5#274.cram.crai		d1561ab3b073c30c7a185c92951150be;1cabc5f66aa205d4d3f3425a53be126c			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
