Sample,Isolate,Cohort,Country,Region,Year,Description,Species
SEANFDS10662442,PCV-C-0238-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662450,PCV-C-0238-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662082,PCV-C-0242-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662090,PCV-C-0242-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661375,PCV-C-0245-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661383,PCV-C-0245-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661867,PCV-C-0247-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661875,PCV-C-0247-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662623,PCV-C-0251-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662631,PCV-C-0251-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662625,PCV-C-0255-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662633,PCV-C-0255-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662785,PCV-C-0259-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662793,PCV-C-0259-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661705,PCV-C-0260-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661713,PCV-C-0260-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661538,PCV-C-0264-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661546,PCV-C-0264-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661554,PCV-C-0264-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662675,PCV-C-0265-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662683,PCV-C-0265-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662110,PCV-C-0266-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662118,PCV-C-0266-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661467,PCV-C-0267-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661380,PCV-C-0267-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661685,PCV-C-0269-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661693,PCV-C-0269-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662325,PCV-C-0271-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662238,PCV-C-0271-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661521,PCV-C-0275-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661529,PCV-C-0275-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662557,PCV-C-0279-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662565,PCV-C-0279-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661147,PCV-C-0283-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661155,PCV-C-0283-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661163,PCV-C-0283-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661597,PCV-C-0284-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661605,PCV-C-0284-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661655,PCV-C-0286-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661568,PCV-C-0286-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662009,PCV-C-0287-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662017,PCV-C-0287-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662025,PCV-C-0287-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662306,PCV-C-0288-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662314,PCV-C-0288-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661768,PCV-C-0289-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661776,PCV-C-0289-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661902,PCV-C-0295-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661910,PCV-C-0295-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661512,PCV-C-0299-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661520,PCV-C-0299-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662183,PCV-C-0304-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662191,PCV-C-0304-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661660,PCV-C-0307-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661661,PCV-C-0307-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662607,PCV-C-0309-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662615,PCV-C-0309-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662236,PCV-C-0312-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662237,PCV-C-0312-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662245,PCV-C-0312-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662846,PCV-C-0316-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662854,PCV-C-0316-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661581,PCV-C-0317-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661589,PCV-C-0317-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661791,PCV-C-0320-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661799,PCV-C-0320-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661304,PCV-C-0325-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661312,PCV-C-0325-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661212,PCV-C-0326-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661220,PCV-C-0326-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662781,PCV-C-0327-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662789,PCV-C-0327-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661384,PCV-C-0329-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661392,PCV-C-0329-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662670,PCV-C-0332-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662678,PCV-C-0332-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661110,PCV-C-0334-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661118,PCV-C-0334-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662689,PCV-C-0335-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662697,PCV-C-0335-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662561,PCV-C-0336-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662569,PCV-C-0336-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661524,PCV-C-0339-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661532,PCV-C-0339-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662120,PCV-C-0340-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662128,PCV-C-0340-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661294,PCV-C-0341-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661302,PCV-C-0341-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661215,PCV-C-0342-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661223,PCV-C-0342-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661893,PCV-C-0350-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661901,PCV-C-0350-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661909,PCV-C-0350-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662767,PCV-C-0353-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662775,PCV-C-0353-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661160,PCV-C-0355-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661168,PCV-C-0355-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661135,PCV-C-0356-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661143,PCV-C-0356-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661151,PCV-C-0356-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662674,PCV-C-0357-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662682,PCV-C-0357-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661651,PCV-C-0364-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661659,PCV-C-0364-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662157,PCV-C-0367-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662165,PCV-C-0367-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662637,PCV-C-0368-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662645,PCV-C-0368-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661688,PCV-C-0371-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661696,PCV-C-0371-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661704,PCV-C-0371-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662898,PCV-C-0372-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662906,PCV-C-0372-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661811,PCV-C-0375-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662329,PCV-C-0378-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662242,PCV-C-0378-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662243,PCV-C-0382-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662251,PCV-C-0382-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662819,PCV-C-0382-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662164,PCV-C-0383-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662172,PCV-C-0383-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662797,PCV-C-0385-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662805,PCV-C-0385-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662881,PCV-C-0387-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662889,PCV-C-0387-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662067,PCV-C-0389-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662075,PCV-C-0389-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661555,PCV-C-0394-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661563,PCV-C-0394-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661476,PCV-C-0394-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662578,PCV-C-0396-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662586,PCV-C-0396-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661094,PCV-C-0398-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661102,PCV-C-0398-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661986,PCV-C-0401-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661994,PCV-C-0401-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662510,PCV-C-0402-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662518,PCV-C-0402-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662472,PCV-C-0405-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662480,PCV-C-0405-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662020,PCV-C-0407-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662028,PCV-C-0407-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661479,PCV-C-0415-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661487,PCV-C-0415-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661495,PCV-C-0415-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662053,PCV-C-0421-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662061,PCV-C-0421-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662069,PCV-C-0421-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661947,PCV-C-0422-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661860,PCV-C-0422-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661868,PCV-C-0422-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661208,PCV-C-0423-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661216,PCV-C-0423-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662861,PCV-C-0424-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662869,PCV-C-0424-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662423,PCV-C-0428-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662336,PCV-C-0428-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661092,PCV-C-0430-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661100,PCV-C-0430-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661303,PCV-C-0431-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661311,PCV-C-0431-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661319,PCV-C-0431-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661315,PCV-C-0433-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661323,PCV-C-0433-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662399,PCV-C-0437-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661809,PCV-C-0439-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661817,PCV-C-0439-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662770,PCV-C-0440-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662778,PCV-C-0440-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662375,PCV-C-0442-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662383,PCV-C-0442-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662644,PCV-C-0444-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662652,PCV-C-0444-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661124,PCV-C-0447-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661132,PCV-C-0447-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662897,PCV-C-0451-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662905,PCV-C-0451-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661962,PCV-C-0455-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661970,PCV-C-0455-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661978,PCV-C-0455-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661889,PCV-C-0456-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661897,PCV-C-0456-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661905,PCV-C-0456-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
