Sample,Isolate,Cohort,Country,Region,Year,Description,Species
SEANFDS10661324,PCV-C-1519-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661332,PCV-C-1519-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661569,PCV-C-1520-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661577,PCV-C-1520-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661735,PCV-C-1521-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661743,PCV-C-1521-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661435,PCV-C-1523-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661443,PCV-C-1523-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661795,PCV-C-1524-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661803,PCV-C-1524-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662216,PCV-C-1526-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662224,PCV-C-1526-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662580,PCV-C-1527-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662588,PCV-C-1527-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661508,PCV-C-1529-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661516,PCV-C-1529-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661509,PCV-C-1530-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661517,PCV-C-1530-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661525,PCV-C-1530-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661226,PCV-C-1532-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661234,PCV-C-1532-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661242,PCV-C-1532-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662313,PCV-C-1535-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662321,PCV-C-1535-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662621,PCV-C-1538-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662629,PCV-C-1538-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661658,PCV-C-1539-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661571,PCV-C-1539-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661579,PCV-C-1539-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662073,PCV-C-1540-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662081,PCV-C-1540-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662089,PCV-C-1540-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661818,PCV-C-1541-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661185,PCV-C-1544-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661193,PCV-C-1544-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661180,PCV-C-1545-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661197,PCV-C-1545-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662125,PCV-C-1546-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662133,PCV-C-1546-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661745,PCV-C-1548-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661753,PCV-C-1548-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661931,PCV-C-1549-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661939,PCV-C-1549-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662608,PCV-C-1553-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662616,PCV-C-1553-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661746,PCV-C-1560-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661754,PCV-C-1560-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661667,PCV-C-1560-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662723,PCV-C-1561-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662731,PCV-C-1561-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662525,PCV-C-1562-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662533,PCV-C-1562-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662246,PCV-C-1563-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662254,PCV-C-1563-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662262,PCV-C-1563-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662115,PCV-C-1567-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662123,PCV-C-1567-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662131,PCV-C-1567-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662577,PCV-C-1568-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662585,PCV-C-1568-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661176,PCV-C-1569-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661089,PCV-C-1569-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662735,PCV-C-1573-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662743,PCV-C-1573-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662848,PCV-C-1576-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662856,PCV-C-1576-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662579,PCV-C-1579-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662587,PCV-C-1579-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662575,PCV-C-1582-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662583,PCV-C-1582-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662198,PCV-C-1585-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662206,PCV-C-1585-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662214,PCV-C-1585-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662788,PCV-C-1587-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662796,PCV-C-1587-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662766,PCV-C-1589-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662774,PCV-C-1589-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661678,PCV-C-1590-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661686,PCV-C-1590-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661694,PCV-C-1590-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662782,PCV-C-1591-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662790,PCV-C-1591-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661355,PCV-C-1597-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661363,PCV-C-1597-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661371,PCV-C-1597-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661420,PCV-C-1598-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661428,PCV-C-1598-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661436,PCV-C-1598-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661969,PCV-C-1601-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661977,PCV-C-1601-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661256,PCV-C-1602-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661264,PCV-C-1602-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661272,PCV-C-1602-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661618,PCV-C-1603-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661626,PCV-C-1603-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662217,PCV-C-1604-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662225,PCV-C-1604-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661820,PCV-C-1605-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661414,PCV-C-1606-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661422,PCV-C-1606-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661430,PCV-C-1606-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662486,PCV-C-1608-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662494,PCV-C-1608-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662502,PCV-C-1608-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661590,PCV-C-1609-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661598,PCV-C-1609-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661606,PCV-C-1609-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661126,PCV-C-1611-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661134,PCV-C-1611-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661788,PCV-C-1614-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661796,PCV-C-1614-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661635,PCV-C-1615-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661643,PCV-C-1615-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661665,PCV-C-1616-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661673,PCV-C-1616-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661681,PCV-C-1616-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662417,PCV-C-1617-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662425,PCV-C-1617-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662594,PCV-C-1618-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662602,PCV-C-1618-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662526,PCV-C-1619-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662534,PCV-C-1619-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662639,PCV-C-1621-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662647,PCV-C-1621-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661617,PCV-C-1622-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661625,PCV-C-1622-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661633,PCV-C-1622-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662830,PCV-C-1623-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662838,PCV-C-1623-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662064,PCV-C-1624-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662072,PCV-C-1624-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662529,PCV-C-1626-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662537,PCV-C-1626-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661196,PCV-C-1627-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661204,PCV-C-1627-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662370,PCV-C-1628-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662378,PCV-C-1628-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661482,PCV-C-1632-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661490,PCV-C-1632-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662564,PCV-C-1633-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662572,PCV-C-1633-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661250,PCV-C-1635-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661258,PCV-C-1635-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661109,PCV-C-1636-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661117,PCV-C-1636-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662483,PCV-C-1641-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662491,PCV-C-1641-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662432,PCV-C-1642-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662440,PCV-C-1642-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662099,PCV-C-1647-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662107,PCV-C-1647-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662499,PCV-C-1650-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662507,PCV-C-1650-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662232,PCV-C-1651-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662145,PCV-C-1651-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662153,PCV-C-1651-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661912,PCV-C-1660-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661920,PCV-C-1660-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661928,PCV-C-1660-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662468,PCV-C-1663-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662476,PCV-C-1663-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662484,PCV-C-1664-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662492,PCV-C-1664-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662688,PCV-C-1665-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662696,PCV-C-1665-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662431,PCV-C-1666-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662439,PCV-C-1666-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662907,PCV-C-1666-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662338,PCV-C-1667-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662346,PCV-C-1667-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661779,PCV-C-1669-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661787,PCV-C-1669-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
