import_uuid	name	sample_accession_number	sample_common_name	sample_donor_id	sample_id	sample_supplier_name	sample_uuid	sequencescape_sample_id
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170797	ERS14747829	Moraxella catarrhalis	SEANFDS13170797	8642944	MCAT4191UHS	803e4467-b5f1-5a86-a988-d5bdf62ccbdf	SEANFDS13170797
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661282	ERS12035795	Haemophilus influenzae	SEANFDS10661282	8297952	PCV-C-0700-2	b6388ec8-3bff-5079-bedb-4ce1ce9c9c3f	SEANFDS10661282
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660246	ERS14270720	unidentified	SEANFDS10660246	8297090	09B01192_Mixed	41ffda1c-80c2-5c90-86c0-bfe150fadbaa	SEANFDS10660246
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662164	ERS14271657	unidentified	SEANFDS10662164	8298808	PCV-C-0383-1	b325f0d9-6cee-5a29-aa6c-499a4e7c2ed0	SEANFDS10662164
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170578	ERS14308257	Moraxella catarrhalis	SEANFDS13170578	8542782	MCAT14258SOL	243d5911-1993-5436-85d4-b41608c89e8e	SEANFDS13170578
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170714	ERS14747720	Moraxella catarrhalis	SEANFDS13170714	8642861	MCAT3156UHS	d7b6c204-73a5-555c-a998-23e7f49f3533	SEANFDS13170714
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660953	ERS12035592	Moraxella catarrhalis	SEANFDS10660953	8297666	08B06534_Mcat	d061dc5d-f7c3-5a0e-b64e-87c4ff404fa6	SEANFDS10660953
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662444	ERS12036402	Haemophilus influenzae	SEANFDS10662444	8299063	PCV-C-0565-2	39e11ebe-d284-598c-8ea5-f7611285d3de	SEANFDS10662444
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170978	ERS17064721	Haemophilus influenzae	SEANFDS13170978	9456658	HINF3061UHS	dbe91baa-2d33-56b2-a1cb-316694aeea84	SEANFDS13170978
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661682	ERS12036009	Moraxella catarrhalis	SEANFDS10661682	8298346	PCV-C-1093-3	91d1b799-faed-5fcf-8d0c-f8f609cfe1b3	SEANFDS10661682
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662174	ERS14271661	unidentified	SEANFDS10662174	8298816	PCV-C-0842-1	f46da543-bc19-5be7-a0b8-f6bc8e9cc0da	SEANFDS10662174
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661348	ERS12035758	Haemophilus influenzae	SEANFDS10661348	8298018	PCV-C-0112-2	70384756-fa01-55cf-8c29-8937319f51be	SEANFDS10661348
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660567	ERS14270981	unidentified	SEANFDS10660567	8297372	09B09007_Mixed	6f968c89-dafc-5f01-8aa0-c1e241e9883b	SEANFDS10660567
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662682	ERS12036576	Haemophilus influenzae	SEANFDS10662682	8299283	PCV-C-0357-2	c9c4dd8f-f2b5-5acd-8fb6-bb5b781589ca	SEANFDS10662682
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662551	ERS12036463	Haemophilus influenzae	SEANFDS10662551	8299154	PCV-C-1760-2	8e01556f-012c-56b5-8433-0afa0f13aa9a	SEANFDS10662551
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662524	ERS12036438	Haemophilus influenzae	SEANFDS10662524	8299127	PCV-C-1761-2	a6b714c1-9818-5bbd-adfa-8f0b5b73c253	SEANFDS10662524
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170811	ERS14747843	Moraxella catarrhalis	SEANFDS13170811	8642958	MCAT4258UHS	061179f5-2d70-5b83-9451-bc8387b7e44c	SEANFDS13170811
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170825	ERS14747857	Moraxella catarrhalis	SEANFDS13170825	8642972	MCAT4307UHS	85d7b728-2540-5c54-bba6-132de6bf9da3	SEANFDS13170825
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170642	ERS14308320	Moraxella catarrhalis	SEANFDS13170642	8542846	MCAT14467SOL	1843f82f-a3f8-54cf-be39-48042a9639e6	SEANFDS13170642
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170755	ERS14747794	Moraxella catarrhalis	SEANFDS13170755	8642902	MCAT4035UHS	b52cb97a-dd8c-574d-b23d-36a5ec0085d4	SEANFDS13170755
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662408	ERS12036454	Haemophilus influenzae	SEANFDS10662408	8299031	PCV-C-0661-2	983a5ebf-aa10-5ceb-9fae-f7ed26d5d8ec	SEANFDS10662408
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13171180	ERS17064969	Haemophilus influenzae	SEANFDS13171180	9456858	HINF13143SOL	0b951400-d30f-585c-9901-3e70c5eb9d85	SEANFDS13171180
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661217	ERS12035748	Moraxella catarrhalis	SEANFDS10661217	8297887	PCV-C-0761-3	d4a99bb4-d6fd-5845-8dfc-62278039be10	SEANFDS10661217
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661156	ERS14271281	unidentified	SEANFDS10661156	8297828	PCV-C-1447-1	16fd631a-f512-5331-ae40-9c8151b686df	SEANFDS10661156
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661985	ERS14271582	unidentified	SEANFDS10661985	8298630	PCV-C-0751-1	b1cf1bfc-eefc-5a6c-9fdd-57e0077f0ce9	SEANFDS10661985
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662008	ERS12036184	Moraxella catarrhalis	SEANFDS10662008	8298653	PCV-C-1227-2	8fad54d4-36c2-59d4-a612-c2eb0a1dd1b1	SEANFDS10662008
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10659895	ERS14270338	unidentified	SEANFDS10659895	8296776	08B02588_Mixed	eda031e6-3413-52ae-8642-a46bb8f54acc	SEANFDS10659895
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660383	ERS14270803	unidentified	SEANFDS10660383	8297213	09B04178_Mixed	22ce58fc-d7ae-5e2e-ab23-3c8b6b1b2f04	SEANFDS10660383
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660286	ERS14270755	unidentified	SEANFDS10660286	8297124	09B01325_Mixed	4733977f-38d3-54fb-ba7b-021ad6ce7895	SEANFDS10660286
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10659845	ERS14270293	unidentified	SEANFDS10659845	8296732	08B00212_Mixed	4d0260f3-9e36-5711-bad9-e8e43c0c07e8	SEANFDS10659845
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS14594437	ERS17696392	Streptococcus pneumoniae	SEANFDS14594437	9518536	HiC_RMV8_R2	f6224438-cb55-50cc-a71b-ac26a12919e8	SEANFDS14594437
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170820	ERS14747853	Moraxella catarrhalis	SEANFDS13170820	8642967	MCAT4298UHS	b87b5245-783b-5518-b2fd-740ea1679798	SEANFDS13170820
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS12926761	ERS12119054	Moraxella catarrhalis	SEANFDS12926761	8304345	PCV-C-1666-3	030624f3-f9e7-5c35-b67a-69757bae5ee1	SEANFDS12926761
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660163	ERS14270606	unidentified	SEANFDS10660163	8297015	09B00548_Mixed	7aceb9b8-de5d-5ec2-bc39-ddaf9e6a2a5b	SEANFDS10660163
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661709	ERS12036025	Haemophilus influenzae	SEANFDS10661709	8298373	PCV-C-1482-2	1c31066d-d57a-547d-bf40-5ec6f93bfc9e	SEANFDS10661709
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661779	ERS14271552	unidentified	SEANFDS10661779	8298442	PCV-C-1669-1	656395b0-a3d2-51ee-8c63-bbc9660b7117	SEANFDS10661779
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661334	ERS12035827	Haemophilus influenzae	SEANFDS10661334	8298004	PCV-C-0101-2	e54fe548-fb91-56f9-b7e7-f2f18b7f689e	SEANFDS10661334
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13171327	ERS17065067	Haemophilus influenzae	SEANFDS13171327	9457004	HINF14423SOL	ff90f33a-b36d-5bd5-8a40-fe6698da01be	SEANFDS13171327
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170535	ERS14308214	Moraxella catarrhalis	SEANFDS13170535	8542739	MCAT14100SOL	f56e6e03-b700-5757-b450-19ab388465b1	SEANFDS13170535
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662665	ERS12036569	Haemophilus influenzae	SEANFDS10662665	8299266	PCV-C-1254-2	2530276d-9bd0-5f45-b226-ad4b0321667a	SEANFDS10662665
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660557	ERS14270976	unidentified	SEANFDS10660557	8297365	09B08436_Mixed	a326532f-1b1c-5462-845e-f4650cb21d77	SEANFDS10660557
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13171329	ERS17065070	Haemophilus influenzae	SEANFDS13171329	9457006	HINF14431SOL	9174900b-7a13-5110-8f90-1460c8faf80b	SEANFDS13171329
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661173	ERS14271288	unidentified	SEANFDS10661173	8297845	PCV-C-1005-1	848dd819-abb8-5695-bfc9-1cbe92aecbe6	SEANFDS10661173
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660121	ERS14270567	unidentified	SEANFDS10660121	8296978	08B08263_Mixed	944f548a-0e56-5209-8dc9-d6615f2b9045	SEANFDS10660121
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661982	ERS12036163	Moraxella catarrhalis	SEANFDS10661982	8298627	PCV-C-0473-2	81db0a27-02fb-5811-a02b-2425f200400b	SEANFDS10661982
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS12926705	ERS12119084	Moraxella catarrhalis	SEANFDS12926705	8304303	PCV-C-1004-2	bc1e963c-3816-51d6-866a-d38ea286f1d6	SEANFDS12926705
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661608	ERS12035968	Moraxella catarrhalis	SEANFDS10661608	8298272	PCV-C-0686-2	135ca929-53a1-5307-b032-ad49d2a22878	SEANFDS10661608
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660875	ERS14271185	unidentified	SEANFDS10660875	8297596	10B06442_Mixed	0dee8549-c8c5-5dec-8e8c-e3a9e9751155	SEANFDS10660875
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662101	ERS14271630	unidentified	SEANFDS10662101	8298746	PCV-C-0512-1	9dbc532a-6b5c-5237-a5a2-c7bcfaaeeed8	SEANFDS10662101
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660203	ERS14270641	unidentified	SEANFDS10660203	8297051	09B00611_Mixed	c30ef431-44c6-5273-aebf-7981d0f7acee	SEANFDS10660203
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660040	ERS14270402	unidentified	SEANFDS10660040	8296908	08B07754_Mixed	c76c2e91-e1fb-5458-872d-ab024f2b5dc6	SEANFDS10660040
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170921	ERS14747954	Moraxella catarrhalis	SEANFDS13170921	8643068	MCAT5272UHS	38ccd280-ef07-55f0-84f6-c7f3f107112e	SEANFDS13170921
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10659953	ERS14270388	unidentified	SEANFDS10659953	8296824	08B06019_Mixed	e847bbb0-c53e-551b-8fdf-3681f6ab57ac	SEANFDS10659953
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660892	ERS14271202	unidentified	SEANFDS10660892	8297612	09B09929_Mixed	40dd484c-c611-51ef-a303-4145caa0f138	SEANFDS10660892
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS12926767	ERS12119059	Moraxella catarrhalis	SEANFDS12926767	8304349	PCV-C-1272-3	a18b9e69-b85d-5527-b9f1-ae15b9909761	SEANFDS12926767
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661423	ERS14271349	unidentified	SEANFDS10661423	8298092	PCV-C-1421-1	83935cd8-9e65-5be1-8aa8-390a261d019a	SEANFDS10661423
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13171037	ERS17064779	Haemophilus influenzae	SEANFDS13171037	9456717	HINF4110UHS	92371842-ff94-525c-8d7c-c1dcc8c28dbf	SEANFDS13171037
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661931	ERS14271527	unidentified	SEANFDS10661931	8298577	PCV-C-1549-1	13522c89-5d6b-5513-9236-af6bc55af829	SEANFDS10661931
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661813	ERS14271564	unidentified	SEANFDS10661813	8298469	PCV-C-0193-1	f7dc4ea8-7462-5a92-abd7-5cc4cd3eec00	SEANFDS10661813
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170843	ERS14747876	Moraxella catarrhalis	SEANFDS13170843	8642990	MCAT4349UHS	b5f6e520-a843-575f-a698-1d6a1a8c45aa	SEANFDS13170843
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662326	ERS14271725	unidentified	SEANFDS10662326	8298958	PCV-C-1298-1	93e7227a-7645-5e5d-9947-56cac6562dc7	SEANFDS10662326
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660241	ERS14270718	unidentified	SEANFDS10660241	8297085	09B01991_Mixed	d52ed9f6-e329-50e6-be26-913cbef7396e	SEANFDS10660241
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662467	ERS14271747	unidentified	SEANFDS10662467	8299079	PCV-C-0978-1	a6005090-fe46-5ce2-93b4-9d06d5e0999d	SEANFDS10662467
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660252	ERS14270727	unidentified	SEANFDS10660252	8297095	09B03001_Mixed	f6278bb1-3fbb-5e2e-bc53-6af776474f29	SEANFDS10660252
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661845	ERS12036091	Haemophilus influenzae	SEANFDS10661845	8298495	PCV-C-1739-2	f653e608-b399-581f-ae94-766aef381fa6	SEANFDS10661845
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662273	ERS12036330	Moraxella catarrhalis	SEANFDS10662273	8298910	PCV-C-1781-2	36e08d42-a0ec-5a64-a9a0-9434ae470dae	SEANFDS10662273
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662263	ERS12036326	Haemophilus influenzae	SEANFDS10662263	8298900	PCV-C-1359-2	b4d1aeb9-7cb7-5429-b4d5-ffd608bd9f6c	SEANFDS10662263
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660135	ERS14270581	unidentified	SEANFDS10660135	8296991	08B09996_Mixed	d580a0df-90eb-5596-a43e-cd1aa0b5d401	SEANFDS10660135
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660911	ERS12035548	Haemophilus influenzae	SEANFDS10660911	8297629	10B03091_Hflu	ab027739-80de-5fa1-a5f9-708462d7c3b6	SEANFDS10660911
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661055	ERS12035665	Moraxella catarrhalis	SEANFDS10661055	8297739	09B11096_Mcat	af96b8ee-e5aa-5892-a298-99c90bf7bc2e	SEANFDS10661055
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661618	ERS14271431	unidentified	SEANFDS10661618	8298282	PCV-C-1603-1	d6271bf3-8cfb-5045-8e8f-9a85fdb97e8c	SEANFDS10661618
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661092	ERS14271209	unidentified	SEANFDS10661092	8297764	PCV-C-0430-1	c7b039a6-d18e-5e52-9399-851957e48e2a	SEANFDS10661092
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661170	ERS14271287	unidentified	SEANFDS10661170	8297842	PCV-C-1485-1	deb92074-f22d-5b6a-83a6-4723f21b4566	SEANFDS10661170
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661724	ERS12036034	Haemophilus influenzae	SEANFDS10661724	8298388	PCV-C-1279-2	1098754d-5406-5c27-a970-f2f08f18dfb3	SEANFDS10661724
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662360	ERS14271738	unidentified	SEANFDS10662360	8298989	PCV-C-0042-1	40d4ae51-a758-5f89-86e0-0713ea2d2499	SEANFDS10662360
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170801	ERS14747834	Moraxella catarrhalis	SEANFDS13170801	8642948	MCAT4219UHS	53546ce0-7b6d-59da-9b5c-40a6580df20f	SEANFDS13170801
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661501	ERS12035912	Moraxella catarrhalis	SEANFDS10661501	8298168	PCV-C-1726-2	2a2ddd68-8dd7-58f0-97d1-749c77e3996a	SEANFDS10661501
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662806	ERS12036589	Haemophilus influenzae	SEANFDS10662806	8299407	PCV-C-0018-2	cee3cc7d-81d3-5b75-9773-7fb204c0e51b	SEANFDS10662806
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660883	ERS14271194	unidentified	SEANFDS10660883	8297603	10B06569_Mixed	fdbba1ac-64ed-5e3a-860d-c718e385cee9	SEANFDS10660883
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662348	ERS14271733	unidentified	SEANFDS10662348	8298979	PCV-C-0221-1	53a35cab-f413-54ce-bdf7-f58388655a71	SEANFDS10662348
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661666	ERS14271452	unidentified	SEANFDS10661666	8298330	PCV-C-1093-1	6e1376e9-3476-5b29-ac03-5f54aab7c798	SEANFDS10661666
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661882	ERS14271508	unidentified	SEANFDS10661882	8298529	PCV-C-1796-1	b03984fd-bee0-57cd-9d7d-cff501776269	SEANFDS10661882
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660947	ERS12035586	Moraxella catarrhalis	SEANFDS10660947	8297660	08B03351_Mcat	8429389f-fdac-57cb-9428-ea41b51b4286	SEANFDS10660947
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662826	ERS12036603	Haemophilus influenzae	SEANFDS10662826	8299427	PCV-C-1704-2	432f0aa4-c718-58b3-92a2-9279dab21b58	SEANFDS10662826
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661233	ERS12035766	Moraxella catarrhalis	SEANFDS10661233	8297903	PCV-C-1510-2	0dd57032-d60e-5885-9b4f-83a1ae65dcd6	SEANFDS10661233
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661519	ERS14271387	unidentified	SEANFDS10661519	8298184	PCV-C-0577-1	dd89971c-4183-52e9-8c1f-c61432ff0985	SEANFDS10661519
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661894	ERS12036113	Moraxella catarrhalis	SEANFDS10661894	8298541	PCV-C-0521-2	b15abbb5-f3b9-5a2c-8b0c-48a762aecf7a	SEANFDS10661894
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662133	ERS12036248	Moraxella catarrhalis	SEANFDS10662133	8298778	PCV-C-1546-2	0aa37eb6-e30e-5989-b951-99d8fe4014bb	SEANFDS10662133
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170749	ERS14747782	Moraxella catarrhalis	SEANFDS13170749	8642896	MCAT4017UHS	02eaac82-1529-5acd-8168-2a5250826a9f	SEANFDS13170749
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660346	ERS14270684	unidentified	SEANFDS10660346	8297179	09B05166_Mixed	658d1be0-5778-53ef-85fd-dd6835cbc178	SEANFDS10660346
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661986	ERS14271583	unidentified	SEANFDS10661986	8298631	PCV-C-0401-1	a166d740-506f-5e0b-a4d6-0c53e82cb089	SEANFDS10661986
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662656	ERS14271864	unidentified	SEANFDS10662656	8299257	PCV-C-1232-1	acdea6a7-7503-5b14-b8f2-28b4c8186841	SEANFDS10662656
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660951	ERS12035589	Haemophilus influenzae	SEANFDS10660951	8297664	09B01261_Hflu	362acbb8-c55b-54ef-93ec-bf6372381988	SEANFDS10660951
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660688	ERS14271048	unidentified	SEANFDS10660688	8297458	09B11947_Mixed	e4f28a8d-d1f4-5c89-9260-cee2c85ddc92	SEANFDS10660688
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170725	ERS14747759	Moraxella catarrhalis	SEANFDS13170725	8642872	MCAT3209UHS	17314819-9582-5e28-9576-b8e2e4850fcd	SEANFDS13170725
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662116	ERS14271637	unidentified	SEANFDS10662116	8298761	PCV-C-0716-1	61449e93-ea46-5f22-be27-ebffd32047eb	SEANFDS10662116
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170883	ERS14747915	Moraxella catarrhalis	SEANFDS13170883	8643030	MCAT5105UHS	b45c2fa5-f12c-5cee-b024-e028469c5977	SEANFDS13170883
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662604	ERS12036491	Haemophilus influenzae	SEANFDS10662604	8299206	PCV-C-0637-2	2e109924-3af1-5f98-8429-df97e3a3044d	SEANFDS10662604
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660612	ERS14271020	unidentified	SEANFDS10660612	8297409	09B13763_Mixed	d1e08659-ca39-592e-a45a-bef3e30b5775	SEANFDS10660612
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661919	ERS12036125	Moraxella catarrhalis	SEANFDS10661919	8298565	PCV-C-1495-2	ae8e2ecf-e55d-59fa-bac3-6b519886711e	SEANFDS10661919
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662705	ERS14271890	unidentified	SEANFDS10662705	8299306	PCV-C-0559-1	a33a52b6-19c7-5d1f-b797-8120cc72d7f8	SEANFDS10662705
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170835	ERS14747868	Moraxella catarrhalis	SEANFDS13170835	8642982	MCAT4335UHS	a8264a1f-8a8d-5340-a9a1-5c70a13d06ef	SEANFDS13170835
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170440	ERS14308207	Moraxella catarrhalis	SEANFDS13170440	8542644	MCAT13187SOL	30c72d01-37dc-5dc4-b310-bdf2608272f3	SEANFDS13170440
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170780	ERS14747813	Moraxella catarrhalis	SEANFDS13170780	8642927	MCAT4110UHS	936b826d-9213-5b67-85d9-3c46471ea5c6	SEANFDS13170780
