46321_2#226	Cambodia	2019	Haemophilus influenzae
46358_2#369	Cambodia	2019	Haemophilus influenzae
48373_1#31	United Kingdom	2019	Haemophilus influenzae
48373_1#142	United Kingdom	2011	Haemophilus influenzae
48373_1#333	United Kingdom	2019	Haemophilus influenzae
46358_2#253	Cambodia	2019	Haemophilus influenzae
46472_2#50	Cambodia	2019	Haemophilus influenzae
46358_2#162	Cambodia	2019	Haemophilus influenzae
46321_1#23	Thailand	2009	Haemophilus influenzae
48373_1#72	United Kingdom	2010	Haemophilus influenzae
48373_1#166	United Kingdom	2011	Haemophilus influenzae
48373_1#196	United Kingdom	2011	Haemophilus influenzae
48373_1#256	United Kingdom	2020	Haemophilus influenzae
48373_1#159	United Kingdom	2019	Haemophilus influenzae
46472_2#158	Cambodia	2019	Haemophilus influenzae
48373_1#41	United Kingdom	2009	Haemophilus influenzae
48373_1#68	United Kingdom	2010	Haemophilus influenzae
48373_1#327	United Kingdom	2011	Haemophilus influenzae
46321_1#334	Thailand	2008	Haemophilus influenzae
48373_1#102	United Kingdom	2011	Haemophilus influenzae
46321_1#324	Thailand	2009	Haemophilus influenzae
46358_2#95	Cambodia	2019	Haemophilus influenzae
48373_1#42	United Kingdom	2010	Haemophilus influenzae
48373_1#161	United Kingdom	2009	Haemophilus influenzae
46321_2#117	Cambodia	2019	Haemophilus influenzae
46321_2#285	Cambodia	2019	Haemophilus influenzae
46321_1#362	Thailand	2008	Haemophilus influenzae
46321_1#277	Cambodia	2019	Haemophilus influenzae
46358_2#275	Cambodia	2019	Haemophilus influenzae
46321_2#138	Cambodia	2019	Haemophilus influenzae
48373_1#178	United Kingdom	2020	Haemophilus influenzae
48373_1#80	United Kingdom	2011	Haemophilus influenzae
48373_1#344	United Kingdom	2010	Haemophilus influenzae
46472_2#160	Cambodia	2019	Haemophilus influenzae
46358_2#161	Cambodia	2019	Haemophilus influenzae
46321_2#115	Cambodia	2019	Haemophilus influenzae
46358_2#50	Cambodia	2019	Haemophilus influenzae
46358_2#375	Cambodia	2019	Haemophilus influenzae
46472_2#281	Cambodia	2019	Haemophilus influenzae
46358_2#371	Cambodia	2019	Haemophilus influenzae
48373_1#301	United Kingdom	2010	Haemophilus influenzae
46472_2#120	Cambodia	2019	Haemophilus influenzae
46358_2#120	Cambodia	2019	Haemophilus influenzae
46358_2#90	Cambodia	2019	Haemophilus influenzae
46358_2#146	Cambodia	2019	Haemophilus influenzae
46321_2#198	Cambodia	2019	Haemophilus influenzae
48373_1#172	United Kingdom	2011	Haemophilus influenzae
46472_2#28	Cambodia	2019	Haemophilus influenzae
46321_2#246	Cambodia	2019	Haemophilus influenzae
46321_2#186	Cambodia	2019	Haemophilus influenzae
46321_1#364	Thailand	2009	Haemophilus influenzae
46358_2#56	Cambodia	2019	Haemophilus influenzae
46321_2#144	Cambodia	2019	Haemophilus influenzae
46358_2#319	Cambodia	2019	Haemophilus influenzae
46358_2#126	Cambodia	2019	Haemophilus influenzae
46358_2#54	Cambodia	2019	Haemophilus influenzae
48373_1#275	United Kingdom	2019	Haemophilus influenzae
48373_1#57	United Kingdom	2019	Haemophilus influenzae
48373_1#45	United Kingdom	2009	Haemophilus influenzae
46321_2#378	Cambodia	2019	Haemophilus influenzae
48373_1#322	United Kingdom	2010	Haemophilus influenzae
46358_2#237	Cambodia	2019	Haemophilus influenzae
48373_1#304	United Kingdom	2011	Haemophilus influenzae
46321_2#316	Cambodia	2019	Haemophilus influenzae
48373_1#253	United Kingdom	2019	Haemophilus influenzae
46358_2#221	Cambodia	2019	Haemophilus influenzae
46472_2#372	Cambodia	2019	Haemophilus influenzae
48373_1#136	United Kingdom	2011	Haemophilus influenzae
